subject,field,value,source,observed,confidence,note,license
nieuwmarkt-12,coordinate,"52.3728333,4.9",photos-2009,2009-10-16,0.9,"own GPS, DOP 1.0, camera bearing 306.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-12,key_photo,PicturesOriginal/IMG_1022.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-12,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-12,photo_heading,306.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-14,coordinate,"52.3728333,4.9",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 340.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-14,key_photo,PicturesOriginal/IMG_1026.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-14,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-14,photo_heading,340.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-4a,coordinate,"52.373,4.9003333",photos-2009,2009-10-16,0.9,"own GPS, DOP 1.0, camera bearing 236.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-4a,key_photo,PicturesOriginal/IMG_1015.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-4a,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
nieuwmarkt-4a,photo_heading,236.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
ooievaarsweg-10,coordinate,"52.3838333,4.9123333",photos-2009,2009-10-18,0.6,"own GPS, camera bearing 276.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
ooievaarsweg-10,key_photo,PicturesOriginal/IMG_1279.JPG,photos-2009,2009-10-18,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
ooievaarsweg-10,trading,true,photos-2009,2009-10-18,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
ooievaarsweg-10,photo_heading,276.9,photos-2009,2009-10-18,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
orteliusstraat-193,coordinate,"52.37,4.8493333",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 202.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
orteliusstraat-193,key_photo,PicturesOriginal/IMG_0718.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
orteliusstraat-193,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
orteliusstraat-193,photo_heading,202.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-13,coordinate,"52.3715,4.897",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 72.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-13,key_photo,PicturesOriginal/IMG_1233.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-13,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-13,photo_heading,72.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-2,coordinate,"52.3715,4.897",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 144.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-2,key_photo,PicturesOriginal/IMG_1237.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-2,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-2,photo_heading,144.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-5,coordinate,"52.3715,4.897",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 77.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-5,key_photo,PicturesOriginal/IMG_1231.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-5,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oude-hoogstraat-5,photo_heading,77.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oude-leliestraat-2,coordinate,"52.3745,4.8893333",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 233.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oude-leliestraat-2,key_photo,PicturesOriginal/IMG_0225.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oude-leliestraat-2,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oude-leliestraat-2,photo_heading,233.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-16,coordinate,"52.3755,4.8971667",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 37.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-16,key_photo,PicturesOriginal/IMG_0624.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-16,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-16,photo_heading,37.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-26,coordinate,"52.3756667,4.8963333",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 316.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-26,key_photo,PicturesOriginal/IMG_0292.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-26,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-26,photo_heading,316.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-27,coordinate,"52.3755,4.897",photos-2009,2009-10-04,0.6,"own GPS, camera bearing 78.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-27,key_photo,PicturesOriginal/IMG_0043.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-27,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-27,photo_heading,78.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-4,coordinate,"52.3753333,4.898",photos-2009,2009-10-16,0.9,"own GPS, DOP 5.0, camera bearing 70.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-4,key_photo,PicturesOriginal/IMG_1261.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-4,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudebrugsteeg-4,photo_heading,70.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudekerksplein-54,coordinate,"52.374,4.8976667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 225.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudekerksplein-54,key_photo,PicturesOriginal/IMG_0277.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudekerksplein-54,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudekerksplein-54,photo_heading,225.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-achterburgwal-61,coordinate,"52.3736667,4.899",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 181.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-achterburgwal-61,key_photo,PicturesOriginal/IMG_1221.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-achterburgwal-61,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-achterburgwal-61,photo_heading,181.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-132,coordinate,"52.3733333,4.898",photos-2009,2009-10-06,0.9,"own GPS, DOP 5.0, camera bearing 284.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-132,key_photo,PicturesOriginal/IMG_0264.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-132,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-132,photo_heading,284.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-189,coordinate,"52.3713333,4.896",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 31.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-189,key_photo,PicturesOriginal/IMG_0254.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-189,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-189,photo_heading,31.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-191,coordinate,"52.3715,4.8956667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 30.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-191,key_photo,PicturesOriginal/IMG_0256.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-191,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-191,photo_heading,30.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-220,coordinate,"52.3725,4.8973333",photos-2009,2009-10-06,0.6,"own GPS, DOP 10.0, camera bearing 283.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-220,key_photo,PicturesOriginal/IMG_0259.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-220,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-220,photo_heading,283.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-250,coordinate,"52.3718333,4.896",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 266.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-250,key_photo,PicturesOriginal/IMG_0249.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-250,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-250,photo_heading,266.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-36,coordinate,"52.3751667,4.8995",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-36,key_photo,PicturesOriginal/IMG_1246.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-36,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-90,coordinate,"52.3735,4.898",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 0.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-90,key_photo,PicturesOriginal/IMG_0269.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-90,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-voorburgwal-90,photo_heading,0.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-vorburgwal-47,coordinate,"52.3745,4.8995",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 174.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-vorburgwal-47,key_photo,PicturesOriginal/IMG_1243.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-vorburgwal-47,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
oudezijds-vorburgwal-47,photo_heading,174.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
overtoom-342,coordinate,"52.3605,4.8663333",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 24.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
overtoom-342,key_photo,PicturesOriginal/IMG_0766.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
overtoom-342,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
overtoom-342,photo_heading,24.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
overtoom-451,coordinate,"52.3588333,4.8591667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 39.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
overtoom-451,key_photo,PicturesOriginal/IMG_0761.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
overtoom-451,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
overtoom-451,photo_heading,39.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
papaverweg-2,coordinate,"52.3936667,4.9126667",photos-2009,2009-10-18,0.9,"own GPS, DOP 3.0, camera bearing 47.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
papaverweg-2,key_photo,PicturesOriginal/IMG_1288.JPG,photos-2009,2009-10-18,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
papaverweg-2,trading,true,photos-2009,2009-10-18,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
papaverweg-2,photo_heading,47.9,photos-2009,2009-10-18,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
parlevinker-8,coordinate,"52.4115,4.9221667",photos-2009,2009-10-18,0.9,"own GPS, DOP 1.0, camera bearing 255.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
parlevinker-8,key_photo,PicturesOriginal/IMG_1283.JPG,photos-2009,2009-10-18,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
parlevinker-8,trading,true,photos-2009,2009-10-18,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
parlevinker-8,photo_heading,255.9,photos-2009,2009-10-18,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
pieter-vlamingstraat-98,coordinate,"52.3651667,4.9278333",photos-2009,2009-10-13,0.9,"own GPS, DOP 0.5, camera bearing 74.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
pieter-vlamingstraat-98,key_photo,PicturesOriginal/IMG_0464.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
pieter-vlamingstraat-98,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
pieter-vlamingstraat-98,photo_heading,74.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
pretoriusstraat-67,coordinate,"52.355,4.922",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 42.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
pretoriusstraat-67,key_photo,PicturesOriginal/IMG_0500.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
pretoriusstraat-67,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
pretoriusstraat-67,photo_heading,42.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
prins-hendrikkade-6,coordinate,"52.3788333,4.8951667",photos-2009,2009-10-06,0.9,"own GPS, DOP 5.0, camera bearing 152.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
prins-hendrikkade-6,key_photo,PicturesOriginal/IMG_0423.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
prins-hendrikkade-6,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
prins-hendrikkade-6,photo_heading,152.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
prins-hendrikkade-89,coordinate,"52.3768333,4.9023333",photos-2009,2009-10-04,0.6,"own GPS, camera bearing 185.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
prins-hendrikkade-89,key_photo,PicturesOriginal/IMG_0031.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
prins-hendrikkade-89,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
prins-hendrikkade-89,photo_heading,185.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-312,coordinate,"52.3695,4.8826667",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 242.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-312,key_photo,PicturesOriginal/IMG_1091.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-312,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-312,photo_heading,242.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-476,coordinate,"52.3643333,4.8858333",photos-2009,2009-10-15,0.6,"own GPS, camera bearing 265.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-476,key_photo,PicturesOriginal/IMG_0881.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-476,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-476,photo_heading,265.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-480,coordinate,"52.3643333,4.8853333",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0",CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-480,key_photo,PicturesOriginal/IMG_0876.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
prinsengracht-480,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
raadhuisstraat-8,coordinate,"52.373,4.8883333",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 226.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
raadhuisstraat-8,key_photo,PicturesOriginal/IMG_0222.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
raadhuisstraat-8,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
raadhuisstraat-8,photo_heading,226.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-29,coordinate,"52.3666667,4.8896667",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 37.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-29,key_photo,PicturesOriginal/IMG_0165.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-29,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-29,photo_heading,37.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-6,coordinate,"52.3673333,4.8898333",photos-2009,2009-10-06,0.6,"own GPS, DOP 10.0, camera bearing 166.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-6,key_photo,PicturesOriginal/IMG_0168.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-6,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-6,photo_heading,166.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-70,coordinate,"52.3663333,4.893",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 132.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-70,key_photo,PicturesOriginal/IMG_0147.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-70,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
reguliersdwarsstraat-70,photo_heading,132.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
reguliersgracht-27,coordinate,"52.3635,4.8961667",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 119.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
reguliersgracht-27,key_photo,PicturesOriginal/IMG_0848.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
reguliersgracht-27,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
reguliersgracht-27,photo_heading,119.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
regulierssteeg-2,coordinate,"52.367,4.8951667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 110.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
regulierssteeg-2,key_photo,PicturesOriginal/IMG_0142.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
regulierssteeg-2,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
regulierssteeg-2,photo_heading,110.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
rembrandtplein-24,coordinate,"52.3658333,4.8963333",photos-2009,2009-10-15,0.9,"own GPS, DOP 3.0, camera bearing 127.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
rembrandtplein-24,key_photo,PicturesOriginal/IMG_0862.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS,CC-BY-4.0 for the images; the readings off them are CC0
rembrandtplein-24,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today",CC-BY-4.0 for the images; the readings off them are CC0
rembrandtplein-24,photo_heading,127.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix,CC-BY-4.0 for the images; the readings off them are CC0
rietwijkerstraat-30,coordinate,"52.3493333,4.8493333",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 331.9 deg true",CC-BY-4.0 for the images; the readings off them are CC0
